id,split,zh,en,gold_count,model_count,eval_count,entities_gold,entities_model,entities_eval
TCM_TRAIN_0295,train,十二皮部是根据经络分布划分的体表区域。,The twelve skin areas are body-surface divisions based on meridian distribution.,3,3,1,"[{""zh"":""十二皮部"",""en"":""twelve skin areas"",""type"":""CONCEPT""},{""zh"":""经络"",""en"":""meridians"",""type"":""MERIDIAN""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]","[{""zh"":""十二皮部"",""en"":""twelve skin areas"",""type"":""CONCEPT""},{""zh"":""经络"",""en"":""meridians"",""type"":""MERIDIAN""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]","[{""zh"":""十二皮部"",""en"":""twelve skin areas"",""type"":""CONCEPT""}]"
TCM_TRAIN_0297,train,十二经筋依赖经络气血的濡养。,The twelve channel-musculatures rely on nourishment by Qi and blood in the meridians.,2,2,1,"[{""zh"":""十二经筋"",""en"":""twelve channel-musculatures"",""type"":""MERIDIAN""},{""zh"":""经络气血"",""en"":""Qi and blood in meridians"",""type"":""MERIDIAN""}]","[{""zh"":""十二经筋"",""en"":""twelve channel-musculatures"",""type"":""MERIDIAN""},{""zh"":""经络气血"",""en"":""Qi and blood in meridians"",""type"":""MERIDIAN""}]","[{""zh"":""十二经筋"",""en"":""twelve channel-musculatures"",""type"":""MERIDIAN""}]"
TCM_TRAIN_0305,train,十二经脉包括手足三阴经和手足三阳经。,The twelve regular channels include the three Yin and three Yang channels of the hands and feet.,3,3,2,"[{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""三阴经"",""en"":""three Yin channels"",""type"":""SUBSTANCE""},{""zh"":""三阳经"",""en"":""three Yang channels"",""type"":""SUBSTANCE""}]","[{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""三阴经"",""en"":""three Yin channels"",""type"":""SUBSTANCE""},{""zh"":""三阳经"",""en"":""three Yang channels"",""type"":""SUBSTANCE""}]","[{""zh"":""十二经脉"",""en"":""twelve regular channels"",""type"":""MERIDIAN""},{""zh"":""三阳经"",""en"":""three Yang channels"",""type"":""SUBSTANCE""}]"
TCM_TRAIN_0310,train,阴经多循行于四肢内侧。,Yin channels mostly run along the medial aspects of the limbs.,2,2,1,"[{""zh"":""阴经"",""en"":""Yin channels"",""type"":""SUBSTANCE""},{""zh"":""四肢内侧"",""en"":""medial aspects of limbs"",""type"":""LOCATION""}]","[{""zh"":""阴经"",""en"":""Yin channels"",""type"":""SUBSTANCE""},{""zh"":""四肢内侧"",""en"":""medial aspects of limbs"",""type"":""LOCATION""}]","[{""zh"":""阴经"",""en"":""Yin channels"",""type"":""SUBSTANCE""}]"
TCM_TRAIN_0311,train,阳经多循行于四肢外侧。,Yang channels mostly run along the lateral aspects of the limbs.,2,2,1,"[{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""},{""zh"":""四肢外侧"",""en"":""lateral aspects of limbs"",""type"":""LOCATION""}]","[{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""},{""zh"":""四肢外侧"",""en"":""lateral aspects of limbs"",""type"":""LOCATION""}]","[{""zh"":""阳经"",""en"":""Yang channels"",""type"":""SUBSTANCE""}]"
TCM_TRAIN_0321,train,腧穴是经络气血在体表输注之处。,Acupoints are sites where Qi and blood of the meridians are infused on the body surface.,3,3,2,"[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""经络气血"",""en"":""Qi and blood of meridians"",""type"":""MERIDIAN""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]","[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""经络气血"",""en"":""Qi and blood of meridians"",""type"":""MERIDIAN""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]","[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""体表"",""en"":""body surface"",""type"":""DIAGNOSIS""}]"
TCM_TRAIN_0323,train,腧穴异常反应主要表现为压痛和敏感反应。,Abnormal acupoint responses mainly manifest as tenderness and sensitivity.,3,3,2,"[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""压痛"",""en"":""tenderness"",""type"":""SYMPTOM""},{""zh"":""敏感反应"",""en"":""sensitivity"",""type"":""CONCEPT""}]","[{""zh"":""腧穴"",""en"":""acupoints"",""type"":""CONCEPT""},{""zh"":""压痛"",""en"":""tenderness"",""type"":""SYMPTOM""},{""zh"":""敏感反应"",""en"":""sensitivity"",""type"":""CONCEPT""}]","[{""zh"":""压痛"",""en"":""tenderness"",""type"":""SYMPTOM""},{""zh"":""敏感反应"",""en"":""sensitivity"",""type"":""CONCEPT""}]"
TCM_TRAIN_0327,train,按诊腹部可以辨别虚实性腹痛。,Abdominal palpation can differentiate abdominal pain of deficiency type from excess type.,3,3,2,"[{""zh"":""按诊"",""en"":""palpation"",""type"":""DIAGNOSIS""},{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""},{""zh"":""虚实"",""en"":""deficiency and excess"",""type"":""CONCEPT""}]","[{""zh"":""按诊"",""en"":""palpation"",""type"":""DIAGNOSIS""},{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""},{""zh"":""虚实"",""en"":""deficiency and excess"",""type"":""CONCEPT""}]","[{""zh"":""按诊"",""en"":""palpation"",""type"":""DIAGNOSIS""},{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""}]"
TCM_TRAIN_0328,train,中医学根据气、味和升降浮沉辨别药物性能。,"TCM differentiates medicinal properties by nature, taste, lifting, lowering, floating and sinking.",3,2,2,"[{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""气味"",""en"":""nature and taste"",""type"":""DIAGNOSIS""},{""zh"":""升降浮沉"",""en"":""lifting, lowering, floating and sinking"",""type"":""CONCEPT""}]","[{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""升降浮沉"",""en"":""lifting, lowering, floating and sinking"",""type"":""CONCEPT""}]","[{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""升降浮沉"",""en"":""lifting, lowering, floating and sinking"",""type"":""CONCEPT""}]"
TCM_TRAIN_0329,train,四气指寒、热、温、凉四种药性。,"The four Qi refer to cold, hot, warm and cool medicinal properties.",3,2,2,"[{""zh"":""四气"",""en"":""four Qi"",""type"":""SUBSTANCE""},{""zh"":""寒热温凉"",""en"":""cold, hot, warm and cool"",""type"":""THERAPY""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""}]","[{""zh"":""四气"",""en"":""four Qi"",""type"":""SUBSTANCE""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""}]","[{""zh"":""四气"",""en"":""four Qi"",""type"":""SUBSTANCE""},{""zh"":""药性"",""en"":""medicinal properties"",""type"":""CONCEPT""}]"
TCM_TRAIN_0334,train,五味包括辛、甘、酸、苦、咸。,"The five tastes include acrid, sweet, sour, bitter and salty.",2,1,1,"[{""zh"":""五味"",""en"":""five tastes"",""type"":""CONCEPT""},{""zh"":""辛甘酸苦咸"",""en"":""acrid, sweet, sour, bitter and salty"",""type"":""CONCEPT""}]","[{""zh"":""五味"",""en"":""five tastes"",""type"":""CONCEPT""}]","[{""zh"":""五味"",""en"":""five tastes"",""type"":""CONCEPT""}]"
TCM_TRAIN_0335,train,辛味、甘味和淡味属阳。,"Acrid, sweet and bland tastes belong to Yang.",4,4,2,"[{""zh"":""辛味"",""en"":""acrid taste"",""type"":""CONCEPT""},{""zh"":""甘味"",""en"":""sweet taste"",""type"":""CONCEPT""},{""zh"":""淡味"",""en"":""bland taste"",""type"":""CONCEPT""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""zh"":""辛味"",""en"":""acrid taste"",""type"":""CONCEPT""},{""zh"":""甘味"",""en"":""sweet taste"",""type"":""CONCEPT""},{""zh"":""淡味"",""en"":""bland taste"",""type"":""CONCEPT""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""zh"":""淡味"",""en"":""bland taste"",""type"":""CONCEPT""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]"
TCM_TRAIN_0336,train,酸味、苦味和咸味属阴。,"Sour, bitter and salty tastes belong to Yin.",4,4,2,"[{""zh"":""酸味"",""en"":""sour taste"",""type"":""CONCEPT""},{""zh"":""苦味"",""en"":""bitter taste"",""type"":""CONCEPT""},{""zh"":""咸味"",""en"":""salty taste"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]","[{""zh"":""酸味"",""en"":""sour taste"",""type"":""CONCEPT""},{""zh"":""苦味"",""en"":""bitter taste"",""type"":""CONCEPT""},{""zh"":""咸味"",""en"":""salty taste"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]","[{""zh"":""咸味"",""en"":""salty taste"",""type"":""CONCEPT""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]"
TCM_TRAIN_0348,train,相须是性能相似药物的协同配伍。,Mutual reinforcement is the combined use of medicinals with similar properties.,3,2,2,"[{""zh"":""相须"",""en"":""mutual reinforcement"",""type"":""CONCEPT""},{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""},{""zh"":""配伍"",""en"":""combined use"",""type"":""CONCEPT""}]","[{""zh"":""相须"",""en"":""mutual reinforcement"",""type"":""CONCEPT""},{""zh"":""配伍"",""en"":""combined use"",""type"":""CONCEPT""}]","[{""zh"":""相须"",""en"":""mutual reinforcement"",""type"":""CONCEPT""},{""zh"":""配伍"",""en"":""combined use"",""type"":""CONCEPT""}]"
TCM_TRAIN_0349,train,相使是一药为主、另一药为辅的配伍。,Mutual assistance is compatibility in which one medicinal plays the main role and another assists it.,3,1,1,"[{""zh"":""相使"",""en"":""mutual assistance"",""type"":""CONCEPT""},{""zh"":""主药"",""en"":""main medicinal"",""type"":""CONCEPT""},{""zh"":""辅药"",""en"":""assisting medicinal"",""type"":""CONCEPT""}]","[{""zh"":""相使"",""en"":""mutual assistance"",""type"":""CONCEPT""}]","[{""zh"":""相使"",""en"":""mutual assistance"",""type"":""CONCEPT""}]"
TCM_TRAIN_0356,train,君药针对主病或主证发挥主要治疗作用。,The monarch medicinal plays the principal therapeutic role for the main disease or syndrome.,3,3,2,"[{""zh"":""君药"",""en"":""monarch medicinal"",""type"":""CONCEPT""},{""zh"":""主病"",""en"":""main disease"",""type"":""DISEASE""},{""zh"":""主证"",""en"":""main syndrome"",""type"":""SYNDROME""}]","[{""zh"":""君药"",""en"":""monarch medicinal"",""type"":""CONCEPT""},{""zh"":""主病"",""en"":""main disease"",""type"":""DISEASE""},{""zh"":""主证"",""en"":""main syndrome"",""type"":""SYNDROME""}]","[{""zh"":""君药"",""en"":""monarch medicinal"",""type"":""CONCEPT""},{""zh"":""主病"",""en"":""main disease"",""type"":""DISEASE""}]"
TCM_TRAIN_0362,train,炮制可以降低某些药物的毒性。,Processing can reduce the toxicity of certain medicinals.,2,1,1,"[{""zh"":""炮制"",""en"":""processing"",""type"":""CONCEPT""},{""zh"":""药物毒性"",""en"":""medicinal toxicity"",""type"":""PATHOGEN""}]","[{""zh"":""炮制"",""en"":""processing"",""type"":""CONCEPT""}]","[{""zh"":""炮制"",""en"":""processing"",""type"":""CONCEPT""}]"
TCM_TRAIN_0363,train,炮制可以改变药物的性能。,Processing can change the properties of medicinals.,2,1,1,"[{""zh"":""炮制"",""en"":""processing"",""type"":""CONCEPT""},{""zh"":""药物性能"",""en"":""medicinal properties"",""type"":""CONCEPT""}]","[{""zh"":""炮制"",""en"":""processing"",""type"":""CONCEPT""}]","[{""zh"":""炮制"",""en"":""processing"",""type"":""CONCEPT""}]"
TCM_TRAIN_0369,train,理气法通过调畅气机治疗气滞证。,The Qi-regulating method treats Qi stagnation by regulating Qi movement.,3,3,2,"[{""zh"":""理气法"",""en"":""Qi-regulating method"",""type"":""THERAPY""},{""zh"":""气机"",""en"":""Qi movement"",""type"":""PHYSIOLOGY""},{""zh"":""气滞证"",""en"":""Qi-stagnation syndrome"",""type"":""SYNDROME""}]","[{""zh"":""理气法"",""en"":""Qi-regulating method"",""type"":""THERAPY""},{""zh"":""气机"",""en"":""Qi movement"",""type"":""PHYSIOLOGY""},{""zh"":""气滞证"",""en"":""Qi-stagnation syndrome"",""type"":""SYNDROME""}]","[{""zh"":""理气法"",""en"":""Qi-regulating method"",""type"":""THERAPY""},{""zh"":""气机"",""en"":""Qi movement"",""type"":""PHYSIOLOGY""}]"
TCM_TRAIN_0372,train,安神法通过宁心安神治疗神志不安。,The spirit-calming method treats restlessness of mind by calming the heart and spirit.,2,2,1,"[{""zh"":""安神法"",""en"":""spirit-calming method"",""type"":""THERAPY""},{""zh"":""宁心安神"",""en"":""calming heart and spirit"",""type"":""DIAGNOSIS""}]","[{""zh"":""安神法"",""en"":""spirit-calming method"",""type"":""THERAPY""},{""zh"":""宁心安神"",""en"":""calming heart and spirit"",""type"":""DIAGNOSIS""}]","[{""zh"":""安神法"",""en"":""spirit-calming method"",""type"":""THERAPY""}]"
TCM_TRAIN_0374,train,平肝息风法通过平肝潜阳治疗内风证。,The liver-pacifying and wind-extinguishing method treats internal wind by calming the liver and suppressing Yang.,2,2,1,"[{""zh"":""平肝息风法"",""en"":""liver-pacifying and wind-extinguishing method"",""type"":""THERAPY""},{""zh"":""内风证"",""en"":""internal wind syndrome"",""type"":""SYNDROME""}]","[{""zh"":""平肝息风法"",""en"":""liver-pacifying and wind-extinguishing method"",""type"":""THERAPY""},{""zh"":""内风证"",""en"":""internal wind syndrome"",""type"":""SYNDROME""}]","[{""zh"":""平肝息风法"",""en"":""liver-pacifying and wind-extinguishing method"",""type"":""THERAPY""}]"
TCM_TRAIN_0383,train,清热泻火药能治疗气分实热证。,Heat-clearing and fire-draining medicinals can treat excess heat at the Qi level.,2,2,1,"[{""zh"":""清热泻火药"",""en"":""Heat-clearing and fire-draining medicinals"",""type"":""THERAPY""},{""zh"":""气分实热证"",""en"":""excess heat at Qi level"",""type"":""SYNDROME""}]","[{""zh"":""清热泻火药"",""en"":""Heat-clearing and fire-draining medicinals"",""type"":""THERAPY""},{""zh"":""气分实热证"",""en"":""excess heat at Qi level"",""type"":""SYNDROME""}]","[{""zh"":""清热泻火药"",""en"":""Heat-clearing and fire-draining medicinals"",""type"":""THERAPY""}]"
TCM_TRAIN_0384,train,清热凉血药能治疗血分热证。,Heat-clearing and blood-cooling medicinals can treat heat syndromes at the blood level.,2,2,1,"[{""zh"":""清热凉血药"",""en"":""Heat-clearing and blood-cooling medicinals"",""type"":""THERAPY""},{""zh"":""血分热证"",""en"":""blood-level heat syndromes"",""type"":""SYNDROME""}]","[{""zh"":""清热凉血药"",""en"":""Heat-clearing and blood-cooling medicinals"",""type"":""THERAPY""},{""zh"":""血分热证"",""en"":""blood-level heat syndromes"",""type"":""SYNDROME""}]","[{""zh"":""清热凉血药"",""en"":""Heat-clearing and blood-cooling medicinals"",""type"":""THERAPY""}]"
TCM_TRAIN_0386,train,芳香化湿药能化湿醒脾。,Aromatic dampness-transforming medicinals can transform dampness and awaken the spleen.,2,2,1,"[{""zh"":""芳香化湿药"",""en"":""Aromatic dampness-transforming medicinals"",""type"":""THERAPY""},{""zh"":""化湿醒脾"",""en"":""transform dampness and awaken spleen"",""type"":""THERAPY""}]","[{""zh"":""芳香化湿药"",""en"":""Aromatic dampness-transforming medicinals"",""type"":""THERAPY""},{""zh"":""化湿醒脾"",""en"":""transform dampness and awaken spleen"",""type"":""THERAPY""}]","[{""zh"":""芳香化湿药"",""en"":""Aromatic dampness-transforming medicinals"",""type"":""THERAPY""}]"
TCM_TRAIN_0643,train,脾为气血生化之源。,The spleen is the source for the generation of Qi and blood.,3,3,2,"[{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""},{""zh"":""生化之源"",""en"":""source of generation"",""type"":""THERAPY""}]","[{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""},{""zh"":""生化之源"",""en"":""source of generation"",""type"":""THERAPY""}]","[{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""},{""zh"":""气血"",""en"":""Qi and blood"",""type"":""SUBSTANCE""}]"
TCM_TRAIN_0644,train,肾中元阴元阳为生命之根。,Original Yin and Yang in the kidneys are the root of life.,2,2,1,"[{""zh"":""肾中元阴元阳"",""en"":""original Yin and Yang in kidneys"",""type"":""SUBSTANCE""},{""zh"":""生命之根"",""en"":""root of life"",""type"":""CONCEPT""}]","[{""zh"":""肾中元阴元阳"",""en"":""original Yin and Yang in kidneys"",""type"":""SUBSTANCE""},{""zh"":""生命之根"",""en"":""root of life"",""type"":""CONCEPT""}]","[{""zh"":""生命之根"",""en"":""root of life"",""type"":""CONCEPT""}]"
TCM_TRAIN_0645,train,小儿肝常有余反映少阳生发之气旺盛。,Constant abundance of the liver in children reflects vigorous Shaoyang growth activity.,3,3,2,"[{""zh"":""肝常有余"",""en"":""constant abundance of liver"",""type"":""CONCEPT""},{""zh"":""少阳"",""en"":""Shaoyang"",""type"":""SUBSTANCE""},{""zh"":""生发之气"",""en"":""growth activity"",""type"":""SUBSTANCE""}]","[{""zh"":""肝常有余"",""en"":""constant abundance of liver"",""type"":""CONCEPT""},{""zh"":""少阳"",""en"":""Shaoyang"",""type"":""SUBSTANCE""},{""zh"":""生发之气"",""en"":""growth activity"",""type"":""SUBSTANCE""}]","[{""zh"":""少阳"",""en"":""Shaoyang"",""type"":""SUBSTANCE""},{""zh"":""生发之气"",""en"":""growth activity"",""type"":""SUBSTANCE""}]"
TCM_TRAIN_0648,train,小儿疾病传变迅速，常表现为易虚易实。,Children's diseases transmit rapidly and often show susceptibility to deficiency and excess.,2,2,1,"[{""zh"":""传变迅速"",""en"":""rapid transmission"",""type"":""CONCEPT""},{""zh"":""易虚易实"",""en"":""susceptibility to deficiency and excess"",""type"":""CONCEPT""}]","[{""zh"":""传变迅速"",""en"":""rapid transmission"",""type"":""CONCEPT""},{""zh"":""易虚易实"",""en"":""susceptibility to deficiency and excess"",""type"":""CONCEPT""}]","[{""zh"":""易虚易实"",""en"":""susceptibility to deficiency and excess"",""type"":""CONCEPT""}]"
TCM_TRAIN_0649,train,小儿疾病传变迅速，常表现为易寒易热。,Children's diseases transmit rapidly and often show susceptibility to cold and heat.,2,2,1,"[{""zh"":""传变迅速"",""en"":""rapid transmission"",""type"":""CONCEPT""},{""zh"":""易寒易热"",""en"":""susceptibility to cold and heat"",""type"":""PATHOGEN""}]","[{""zh"":""传变迅速"",""en"":""rapid transmission"",""type"":""CONCEPT""},{""zh"":""易寒易热"",""en"":""susceptibility to cold and heat"",""type"":""PATHOGEN""}]","[{""zh"":""易寒易热"",""en"":""susceptibility to cold and heat"",""type"":""PATHOGEN""}]"
TCM_TRAIN_0651,train,脏气清灵使小儿疾病容易趋向康复。,Pure Zang-Qi makes pediatric diseases likely to recover.,3,3,2,"[{""zh"":""脏气清灵"",""en"":""pure Zang-Qi"",""type"":""THERAPY""},{""zh"":""小儿疾病"",""en"":""pediatric diseases"",""type"":""DISEASE""},{""zh"":""康复"",""en"":""recovery"",""type"":""CONCEPT""}]","[{""zh"":""脏气清灵"",""en"":""pure Zang-Qi"",""type"":""THERAPY""},{""zh"":""小儿疾病"",""en"":""pediatric diseases"",""type"":""DISEASE""},{""zh"":""康复"",""en"":""recovery"",""type"":""CONCEPT""}]","[{""zh"":""脏气清灵"",""en"":""pure Zang-Qi"",""type"":""THERAPY""},{""zh"":""小儿疾病"",""en"":""pediatric diseases"",""type"":""DISEASE""}]"
